,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Weekday,Day
341,B,Mandalay,Member,Female,Health and beauty,55.97,7,19.5895,411.3795,2019-03-05,Ewallet,391.79,4.761904762,19.5895,8.9,2019,3,Tuesday,5
342,B,Mandalay,Member,Female,Health and beauty,76.9,7,26.915,565.215,2019-02-15,Cash,538.3,4.761904762,26.915,7.7,2019,2,Friday,15
343,C,Naypyitaw,Normal,Female,Food and beverages,97.03,5,24.2575,509.4075,2019-01-30,Ewallet,485.15,4.761904762,24.2575,9.3,2019,1,Wednesday,30
344,A,Yangon,Normal,Male,Sports and travel,44.65,3,6.6975,140.6475,2019-02-14,Cash,133.95,4.761904762,6.6975,6.2,2019,2,Thursday,14
345,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,736.4385,2019-02-27,Ewallet,701.37,4.761904762,35.0685,7.6,2019,2,Wednesday,27
346,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,Cash,71.95,4.761904762,3.5975,7.3,2019,2,Monday,4
347,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,Cash,714.0,4.761904762,35.7,4.7,2019,1,Sunday,20
348,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,191.247,2019-03-28,Cash,182.14,4.761904762,9.107,5.1,2019,3,Thursday,28
349,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,Credit card,135.0,4.761904762,6.75,4.8,2019,2,Wednesday,27
350,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,1042.65,2019-02-15,Credit card,993.0,4.761904762,49.65,6.6,2019,2,Friday,15
351,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,Cash,361.83,4.761904762,18.0915,5.5,2019,1,Saturday,26
352,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,Credit card,383.11,4.761904762,19.1555,8.5,2019,3,Thursday,14
353,B,Mandalay,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,Cash,243.0,4.761904762,12.15,4.8,2019,3,Saturday,2
354,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,Cash,30.24,4.761904762,1.512,8.4,2019,3,Monday,4
355,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,Credit card,356.56,4.761904762,17.828,7.8,2019,1,Monday,7
356,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,394.275,2019-03-08,Credit card,375.5,4.761904762,18.775,9.3,2019,3,Friday,8
357,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,Cash,954.4,4.761904762,47.72,5.2,2019,1,Wednesday,9
358,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,Ewallet,82.5,4.761904762,4.125,6.5,2019,3,Friday,1
359,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,Cash,74.97,4.761904762,3.7485,5.6,2019,3,Saturday,16
360,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,Credit card,647.68,4.761904762,32.384,7.4,2019,2,Sunday,17
361,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,793.548,2019-02-27,Cash,755.76,4.761904762,37.788,9.1,2019,2,Wednesday,27
362,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,209.559,2019-03-07,Ewallet,199.58,4.761904762,9.979,8.0,2019,3,Thursday,7
363,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,Cash,439.32,4.761904762,21.966,7.2,2019,1,Monday,21
364,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,173.208,2019-02-19,Cash,164.96,4.761904762,8.248,7.1,2019,2,Tuesday,19
365,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,343.056,2019-01-06,Cash,326.72,4.761904762,16.336,9.1,2019,1,Sunday,6
366,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,Cash,461.88,4.761904762,23.094,5.6,2019,3,Thursday,14
367,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,Cash,263.76,4.761904762,13.188,6.0,2019,3,Sunday,24
368,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,Cash,143.6,4.761904762,7.18,5.4,2019,1,Sunday,27
369,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,Credit card,193.5,4.761904762,9.675,7.8,2019,3,Wednesday,6
370,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,193.011,2019-02-02,Cash,183.82,4.761904762,9.191,9.9,2019,2,Saturday,2
371,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,Credit card,121.92,4.761904762,6.096,4.9,2019,1,Friday,25
372,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,Ewallet,420.66,4.761904762,21.033,5.2,2019,3,Thursday,14
373,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,Cash,252.48,4.761904762,12.624,8.9,2019,1,Tuesday,29
374,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,352.2225,2019-01-03,Credit card,335.45,4.761904762,16.7725,9.1,2019,1,Thursday,3
375,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,Ewallet,483.5,4.761904762,24.175,7.0,2019,1,Monday,14
376,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,334.341,2019-01-05,Credit card,318.42,4.761904762,15.921,9.6,2019,1,Saturday,5
377,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,Ewallet,668.43,4.761904762,33.4215,8.7,2019,2,Friday,22
378,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,407.316,2019-02-06,Ewallet,387.92,4.761904762,19.396,9.4,2019,2,Wednesday,6
379,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,2019-01-30,Credit card,94.6,4.761904762,4.73,4.0,2019,1,Wednesday,30
380,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,Credit card,329.32,4.761904762,16.466,7.5,2019,1,Friday,11
381,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,Cash,53.22,4.761904762,2.661,4.2,2019,3,Tuesday,19
382,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,Cash,498.45,4.761904762,24.9225,9.9,2019,1,Monday,14
383,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,314.538,2019-03-01,Ewallet,299.56,4.761904762,14.978,4.2,2019,3,Friday,1
384,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,Ewallet,204.7,4.761904762,10.235,9.9,2019,1,Sunday,6
385,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,79.611,2019-01-31,Cash,75.82,4.761904762,3.791,5.8,2019,1,Thursday,31
386,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,Cash,280.62,4.761904762,14.031,6.0,2019,3,Monday,11
387,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,Credit card,323.2,4.761904762,16.16,10.0,2019,2,Wednesday,20
388,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,510.9615,2019-01-27,Ewallet,486.63,4.761904762,24.3315,9.5,2019,1,Sunday,27
389,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,Credit card,127.54,4.761904762,6.377,6.6,2019,3,Sunday,10
390,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,253.512,2019-02-15,Cash,241.44,4.761904762,12.072,8.1,2019,2,Friday,15
391,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,Cash,379.5,4.761904762,18.975,9.7,2019,1,Saturday,26
392,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,80.661,2019-02-13,Ewallet,76.82,4.761904762,3.841,7.2,2019,2,Wednesday,13
393,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,2019-03-09,Credit card,522.6,4.761904762,26.13,6.2,2019,3,Saturday,9
394,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,83.727,2019-03-06,Ewallet,79.74,4.761904762,3.987,7.3,2019,3,Wednesday,6
395,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,Ewallet,387.5,4.761904762,19.375,4.3,2019,1,Thursday,24
396,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,284.9175,2019-03-13,Ewallet,271.35,4.761904762,13.5675,4.6,2019,3,Wednesday,13
397,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,128.4255,2019-03-15,Cash,122.31,4.761904762,6.1155,5.8,2019,3,Friday,15
398,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,258.678,2019-03-05,Credit card,246.36,4.761904762,12.318,8.3,2019,3,Tuesday,5
399,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,181.818,2019-03-04,Cash,173.16,4.761904762,8.658,8.0,2019,3,Monday,4
400,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,Credit card,236.58,4.761904762,11.829,9.4,2019,3,Monday,25
401,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,Credit card,184.88,4.761904762,9.244,6.2,2019,3,Tuesday,12
402,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,14.679,2019-02-04,Ewallet,13.98,4.761904762,0.699,9.8,2019,2,Monday,4
403,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,Ewallet,198.75,4.761904762,9.9375,9.6,2019,2,Friday,22
404,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,718.7565,2019-02-16,Ewallet,684.53,4.761904762,34.2265,4.9,2019,2,Saturday,16
405,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,282.492,2019-01-19,Credit card,269.04,4.761904762,13.452,8.0,2019,1,Saturday,19
406,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,72.3975,2019-01-11,Credit card,68.95,4.761904762,3.4475,7.8,2019,1,Friday,11
407,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,288.582,2019-01-04,Cash,274.84,4.761904762,13.742,4.1,2019,1,Friday,4
408,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,237.426,2019-03-04,Ewallet,226.12,4.761904762,11.306,5.5,2019,3,Monday,4
409,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,125.055,2019-01-28,Ewallet,119.1,4.761904762,5.955,5.4,2019,1,Monday,28
410,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,359.205,2019-01-02,Cash,342.1,4.761904762,17.105,5.1,2019,1,Wednesday,2
411,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,45.927,2019-01-25,Ewallet,43.74,4.761904762,2.187,6.9,2019,1,Friday,25
412,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,110.0925,2019-01-04,Cash,104.85,4.761904762,5.2425,7.8,2019,1,Friday,4
413,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,81.396,2019-03-10,Ewallet,77.52,4.761904762,3.876,6.6,2019,3,Sunday,10
414,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,427.812,2019-03-22,Ewallet,407.44,4.761904762,20.372,9.2,2019,3,Friday,22
415,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,100.9155,2019-01-25,Ewallet,96.11,4.761904762,4.8055,7.8,2019,1,Friday,25
416,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,190.596,2019-01-08,Credit card,181.52,4.761904762,9.076,8.7,2019,1,Tuesday,8
417,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,85.5855,2019-01-22,Ewallet,81.51,4.761904762,4.0755,9.2,2019,1,Tuesday,22
418,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,120.162,2019-01-12,Ewallet,114.44,4.761904762,5.722,8.3,2019,1,Saturday,12
419,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,185.367,2019-02-04,Cash,176.54,4.761904762,8.827,8.2,2019,2,Monday,4
420,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,2019-03-28,Ewallet,115.8,4.761904762,5.79,7.5,2019,3,Thursday,28
421,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,264.7575,2019-01-23,Cash,252.15,4.761904762,12.6075,9.8,2019,1,Wednesday,23
422,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,1020.705,2019-02-08,Credit card,972.1,4.761904762,48.605,8.7,2019,2,Friday,8
423,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,213.528,2019-03-19,Credit card,203.36,4.761904762,10.168,6.7,2019,3,Tuesday,19
424,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,17.094,2019-03-09,Cash,16.28,4.761904762,0.814,5.0,2019,3,Saturday,9
425,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,383.7645,2019-01-02,Cash,365.49,4.761904762,18.2745,7.0,2019,1,Wednesday,2
426,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,390.7995,2019-01-21,Cash,372.19,4.761904762,18.6095,8.9,2019,1,Monday,21
427,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,65.7405,2019-03-20,Credit card,62.61,4.761904762,3.1305,8.0,2019,3,Wednesday,20
428,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,353.1675,2019-02-27,Cash,336.35,4.761904762,16.8175,6.9,2019,2,Wednesday,27
429,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,951.825,2019-03-08,Ewallet,906.5,4.761904762,45.325,7.3,2019,3,Friday,8
430,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,145.068,2019-01-31,Credit card,138.16,4.761904762,6.908,6.9,2019,1,Thursday,31
431,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,90.867,2019-03-08,Ewallet,86.54,4.761904762,4.327,5.7,2019,3,Friday,8
432,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,147.798,2019-01-13,Ewallet,140.76,4.761904762,7.038,6.4,2019,1,Sunday,13
433,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,702.219,2019-03-09,Credit card,668.78,4.761904762,33.439,9.6,2019,3,Saturday,9
434,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,49.812,2019-02-22,Credit card,47.44,4.761904762,2.372,6.8,2019,2,Friday,22
435,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,937.818,2019-03-19,Ewallet,893.16,4.761904762,44.658,9.0,2019,3,Tuesday,19
436,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,348.306,2019-01-20,Ewallet,331.72,4.761904762,16.586,9.6,2019,1,Sunday,20
437,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,214.137,2019-03-08,Credit card,203.94,4.761904762,10.197,7.7,2019,3,Friday,8
438,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,71.568,2019-03-08,Ewallet,68.16,4.761904762,3.408,7.0,2019,3,Friday,8
439,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,343.224,2019-02-07,Credit card,326.88,4.761904762,16.344,6.5,2019,2,Thursday,7
440,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,2019-01-15,Cash,87.2,4.761904762,4.36,8.1,2019,1,Tuesday,15
441,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,742.812,2019-03-22,Credit card,707.44,4.761904762,35.372,4.3,2019,3,Friday,22
442,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,843.0345,2019-01-15,Credit card,802.89,4.761904762,40.1445,6.5,2019,1,Tuesday,15
443,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,13.419,2019-01-08,Ewallet,12.78,4.761904762,0.639,9.5,2019,1,Tuesday,8
444,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,140.385,2019-01-15,Cash,133.7,4.761904762,6.685,9.7,2019,1,Tuesday,15
445,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,20.1075,2019-01-28,Credit card,19.15,4.761904762,0.9575,9.5,2019,1,Monday,28
446,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2019-02-14,Credit card,276.6,4.761904762,13.83,8.9,2019,2,Thursday,14
447,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,2019-03-10,Credit card,137.22,4.761904762,6.861,6.5,2019,3,Sunday,10
448,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,2019-01-12,Credit card,27.07,4.761904762,1.3535,5.3,2019,1,Saturday,12
449,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,41.076,2019-03-26,Credit card,39.12,4.761904762,1.956,9.6,2019,3,Tuesday,26
450,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,2019-01-01,Cash,448.26,4.761904762,22.413,6.7,2019,1,Tuesday,1
451,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,2019-01-02,Cash,132.06,4.761904762,6.603,7.6,2019,1,Wednesday,2
452,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,2019-03-16,Ewallet,318.05,4.761904762,15.9025,4.8,2019,3,Saturday,16
453,A,Yangon,Normal,Male,Health and beauty,25.0,1,1.25,26.25,2019-03-03,Ewallet,25.0,4.761904762,1.25,5.5,2019,3,Sunday,3
454,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,87.234,2019-01-31,Cash,83.08,4.761904762,4.154,4.7,2019,1,Thursday,31
455,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2019-02-13,Cash,147.8,4.761904762,7.39,6.9,2019,2,Wednesday,13
456,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2019-02-15,Credit card,696.6,4.761904762,34.83,4.5,2019,2,Friday,15
457,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,2019-02-07,Cash,793.9,4.761904762,39.695,6.2,2019,2,Thursday,7
458,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,488.985,2019-01-27,Cash,465.7,4.761904762,23.285,7.6,2019,1,Sunday,27
459,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,2019-02-23,Credit card,35.89,4.761904762,1.7945,7.9,2019,2,Saturday,23
460,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2019-02-03,Cash,202.6,4.761904762,10.13,4.5,2019,2,Sunday,3
461,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,767.025,2019-03-03,Credit card,730.5,4.761904762,36.525,8.7,2019,3,Sunday,3
462,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2019-02-03,Cash,295.8,4.761904762,14.79,6.1,2019,2,Sunday,3
463,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,23.751,2019-03-17,Cash,22.62,4.761904762,1.131,6.4,2019,3,Sunday,17
464,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,269.535,2019-03-28,Credit card,256.7,4.761904762,12.835,9.1,2019,3,Thursday,28
465,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,572.775,2019-03-02,Credit card,545.5,4.761904762,27.275,7.1,2019,3,Saturday,2
466,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,2019-02-08,Credit card,260.05,4.761904762,13.0025,7.7,2019,2,Friday,8
467,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,233.226,2019-03-22,Cash,222.12,4.761904762,11.106,4.5,2019,3,Friday,22
468,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,22.659,2019-02-09,Ewallet,21.58,4.761904762,1.079,7.2,2019,2,Saturday,9
469,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,103.782,2019-02-15,Cash,98.84,4.761904762,4.942,8.4,2019,2,Friday,15
470,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,2019-01-23,Ewallet,502.62,4.761904762,25.131,5.4,2019,1,Wednesday,23
471,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,2019-01-25,Cash,160.2,4.761904762,8.01,9.7,2019,1,Friday,25
472,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,452.865,2019-02-02,Credit card,431.3,4.761904762,21.565,5.5,2019,2,Saturday,2
473,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,609.588,2019-03-30,Cash,580.56,4.761904762,29.028,4.6,2019,3,Saturday,30
474,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,2019-03-30,Cash,322.2,4.761904762,16.11,6.6,2019,3,Saturday,30
475,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,205.317,2019-02-25,Credit card,195.54,4.761904762,9.777,6.3,2019,2,Monday,25
476,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,174.615,2019-03-18,Credit card,166.3,4.761904762,8.315,4.2,2019,3,Monday,18
477,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,2019-03-07,Ewallet,336.28,4.761904762,16.814,4.4,2019,3,Thursday,7
478,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,360.885,2019-03-16,Ewallet,343.7,4.761904762,17.185,6.7,2019,3,Saturday,16
479,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,2019-01-29,Ewallet,38.6,4.761904762,1.93,6.7,2019,1,Tuesday,29
480,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,554.148,2019-02-02,Cash,527.76,4.761904762,26.388,8.4,2019,2,Saturday,2
481,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2019-02-15,Cash,328.0,4.761904762,16.4,6.2,2019,2,Friday,15
482,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,Ewallet,185.7,4.761904762,9.285,5.0,2019,1,Tuesday,8
483,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,Cash,603.8,4.761904762,30.19,6.0,2019,2,Tuesday,12
484,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,Credit card,369.8,4.761904762,18.49,7.0,2019,1,Tuesday,1
485,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,Ewallet,197.96,4.761904762,9.898,6.6,2019,3,Thursday,21
486,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,Cash,410.9,4.761904762,20.545,7.3,2019,2,Thursday,28
487,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,Ewallet,148.6,4.761904762,7.43,8.3,2019,3,Saturday,23
488,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,Cash,22.96,4.761904762,1.148,4.3,2019,1,Wednesday,30
489,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,Ewallet,699.12,4.761904762,34.956,9.8,2019,2,Monday,4
490,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,Ewallet,69.4,4.761904762,3.47,8.2,2019,3,Wednesday,13
491,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,Credit card,196.6,4.761904762,9.83,7.2,2019,3,Friday,15
492,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,Ewallet,202.56,4.761904762,10.128,8.7,2019,3,Tuesday,5
493,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,Credit card,121.2,4.761904762,6.06,8.4,2019,3,Tuesday,5
494,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,Ewallet,199.78,4.761904762,9.989,7.1,2019,2,Tuesday,26
495,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,2019-03-20,Cash,607.36,4.761904762,30.368,5.5,2019,3,Wednesday,20
496,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,Cash,126.44,4.761904762,6.322,8.5,2019,1,Tuesday,1
497,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,Cash,541.44,4.761904762,27.072,6.2,2019,1,Sunday,27
498,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,Cash,98.13,4.761904762,4.9065,8.9,2019,1,Monday,21
499,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,Cash,412.16,4.761904762,20.608,9.6,2019,2,Saturday,2
500,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,Credit card,73.97,4.761904762,3.6985,5.4,2019,2,Sunday,3
501,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,Ewallet,31.9,4.761904762,1.595,9.1,2019,1,Saturday,5
502,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,Ewallet,138.8,4.761904762,6.94,9.0,2019,1,Sunday,27
503,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,Cash,186.62,4.761904762,9.331,6.3,2019,3,Monday,25
504,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,Credit card,88.45,4.761904762,4.4225,9.5,2019,2,Monday,25
505,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,Ewallet,193.44,4.761904762,9.672,9.8,2019,1,Monday,28
506,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,Cash,145.5,4.761904762,7.275,6.7,2019,1,Tuesday,8
507,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,Credit card,504.3,4.761904762,25.215,7.7,2019,1,Tuesday,29
508,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,Cash,306.45,4.761904762,15.3225,7.0,2019,3,Friday,29
509,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,Credit card,95.7,4.761904762,4.785,5.1,2019,2,Saturday,9
510,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,Credit card,635.18,4.761904762,31.759,6.2,2019,1,Wednesday,16
511,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,Ewallet,214.55,4.761904762,10.7275,6.1,2019,1,Saturday,5
